# KSL
ID	DOCULECT	CONCEPT	GlossID	Orthography	IPA	Tokens	CogID
610	WOT	144_toabusecalumniate	183	ǰala	d͡ʒʲala	d͡ʒʲ a l a	183
#
611	H	145_dragnetakindoffishingnet	184	gyalom	ɟɒlom	ɟ ɒ l o m	184
612	EAH	145_dragnetakindoffishingnet	184	ǰalum	d͡ʒʲalum	d͡ʒʲ a l u m	184
613	WOT	145_dragnetakindoffishingnet	184	ǰalïm	d͡ʒʲalɯm	d͡ʒʲ a l ɯ m	184
#
614	H	146_suspicionmistrust	185	gyanú	ɟɒnuː	ɟ ɒ n uː	185
615	OH	146_suspicionmistrust	185	ǰanau̯	d͡ʒʲanaw	d͡ʒʲ a n a w	185
616	EAH	146_suspicionmistrust	185	ǰonaγ	d͡ʒʲonaɣ	d͡ʒʲ o n a ɣ	185
617	WOT	146_suspicionmistrust	185	ǰonaγ	d͡ʒʲonaɣ	d͡ʒʲ o n a ɣ	185
#
618	H	147_wool	186	gyapjú	ɟɒpjuː	ɟ ɒ p j uː	186
619	OH	147_wool	186	ǰapyu	d͡ʒʲapju	d͡ʒʲ a p j u	186
620	EAH	147_wool	186	ǰapγu	d͡ʒʲapɣu	d͡ʒʲ a p ɣ u	186
621	WOT	147_wool	186	ǰapaγu	d͡ʒʲapaɣu	d͡ʒʲ a p a ɣ u	186
#
622	H	148_cotton	187	gyapot	ɟɒpot	ɟ ɒ p o t	187
623	EAH	148_cotton	187	ǰaput	d͡ʒʲaput	d͡ʒʲ a p u t	187
624	WOT	148_cotton	187	ǰaput	d͡ʒʲaput	d͡ʒʲ a p u t	187
#
625	H	149_toincreasetoputonweighttogrowstronger	188	gyarap	ɟɒrɒp	ɟ ɒ r ɒ p	188
626	OH	149_toincreasetoputonweighttogrowstronger	188	dʹåråp	ɟɒrɒp	ɟ ɒ r ɒ p	188
627	LAH	149_toincreasetoputonweighttogrowstronger	188	ǰarap	d͡ʒʲarap	d͡ʒʲ a r a p	188
628	EAH	149_toincreasetoputonweighttogrowstronger	188	ǰarpa	d͡ʒʲarpa	d͡ʒʲ a r p a	188
629	WOT	149_toincreasetoputonweighttogrowstronger	188	ǰarpa	d͡ʒʲarpa	d͡ʒʲ a r p a	188
#
630	H	149_toincreasetoputonweighttogrowstronger	189	gyarap	ɟɒrɒp	ɟ ɒ r ɒ p	189
631	OH	149_toincreasetoputonweighttogrowstronger	189	dʹåråp	ɟɒrɒp	ɟ ɒ r ɒ p	189
632	LAH	149_toincreasetoputonweighttogrowstronger	189	ǰarap	d͡ʒʲarap	d͡ʒʲ a r a p	189
633	EAH	149_toincreasetoputonweighttogrowstronger	189	ǰarpa	d͡ʒʲarpa	d͡ʒʲ a r p a	189
634	WOT	149_toincreasetoputonweighttogrowstronger	189	ǰarpa	d͡ʒʲarpa	d͡ʒʲ a r p a	189
#
635	H	150_poorfrailfeeble	190	gyarló	ɟɒrloː	ɟ ɒ r l oː	190
636	OH	150_poorfrailfeeble	190	ǰarlou̯	d͡ʒʲarlow	d͡ʒʲ a r l o w	190
637	EAH	150_poorfrailfeeble	190	ǰarlïγ	d͡ʒʲarlɯɣ	d͡ʒʲ a r l ɯ ɣ	190
638	WOT	150_poorfrailfeeble	190	ǰarlïγ	d͡ʒʲarlɯɣ	d͡ʒʲ a r l ɯ ɣ	190
#
639	H	151_toproducebuildfabricate	191	gyárt	ɟaːrt	ɟ aː r t	191
640	OH	151_toproducebuildfabricate	191	dʹarat	ɟarat	ɟ a r a t	191
641	EAH	151_toproducebuildfabricate	191	ǰarat	d͡ʒʲarat	d͡ʒʲ a r a t	191
642	WOT	151_toproducebuildfabricate	191	ǰarat	d͡ʒʲarat	d͡ʒʲ a r a t	191
#
643	H	152_mourningbereavement	192	gyász	ɟaːs	ɟ aː s	192
644	OH	152_mourningbereavement	192	ǰās	d͡ʒʲaːs	d͡ʒʲ aː s	192
645	EAH	152_mourningbereavement	192	ǰas	d͡ʒʲas	d͡ʒʲ a s	192
646	WOT	152_mourningbereavement	192	ǰas	d͡ʒʲas	d͡ʒʲ a s	192
#
647	H	153_bulrushtyphalatifoliaangustifoliamattingmadeofbulrushes	193	gyékény	ɟeːkeːɲ	ɟ eː k eː ɲ	193
648	EAH	153_bulrushtyphalatifoliaangustifoliamattingmadeofbulrushes	193	ǰeken	d͡ʒʲɛkɛn	d͡ʒʲ ɛ k ɛ n	193
649	WOT	153_bulrushtyphalatifoliaangustifoliamattingmadeofbulrushes	193	ǰekän	d͡ʒʲɛkɛn	d͡ʒʲ ɛ k ɛ n	193
#
650	H	154_weakfeeble	194	gyënge	ɟeŋɡɛ	ɟ e ŋ ɡ ɛ	194
651	EAH	154_weakfeeble	194	ǰenge	d͡ʒʲɛnɡɛ	d͡ʒʲ ɛ n ɡ ɛ	194
652	WOT	154_weakfeeble	194	ǰeŋi	d͡ʒʲɛŋi	d͡ʒʲ ɛ ŋ i	194
#
653	H	155_rein	195	gyeplő	ɟɛpløː	ɟ ɛ p l øː	195
654	OH	155_rein	195	ǰepleü̯	d͡ʒʲɛplɛw	d͡ʒʲ ɛ p l ɛ w	195
655	EAH	155_rein	195	ǰipliγ	d͡ʒʲipliɣ	d͡ʒʲ i p l i ɣ	195
656	WOT	155_rein	195	ǰipliγ	d͡ʒʲipliɣ	d͡ʒʲ i p l i ɣ	195
#
657	H	156_borderlandhedge	196	gyepű	ɟɛpyː	ɟ ɛ p yː	196
658	OH	156_borderlandhedge	196	ǰepeü̯	d͡ʒʲɛpɛw	d͡ʒʲ ɛ p ɛ w	196
659	EAH	156_borderlandhedge	196	ǰepiγ	d͡ʒʲɛpiɣ	d͡ʒʲ ɛ p i ɣ	196
660	WOT	156_borderlandhedge	196	ǰäpiγ	d͡ʒʲɛpiɣ	d͡ʒʲ ɛ p i ɣ	196
#
661	H	157_lawngrassplot	197	gyep	ɟɛp	ɟ ɛ p	197
662	EAH	157_lawngrassplot	197	ǰepi	d͡ʒʲɛpi	d͡ʒʲ ɛ p i	197
663	WOT	157_lawngrassplot	197	ǰäpi	d͡ʒʲɛpi	d͡ʒʲ ɛ p i	197
#
664	H	158_child	198	gyermek	ɟɛrmɛk	ɟ ɛ r m ɛ k	198
665	EAH	158_child	198	ǰärmäk	d͡ʒʲɛrmɛk	d͡ʒʲ ɛ r m ɛ k	198
666	WOT	158_child	198	ǰärmäk	d͡ʒʲɛrmɛk	d͡ʒʲ ɛ r m ɛ k	198
#
667	H	158_child	199	gyermek	ɟɛrmɛk	ɟ ɛ r m ɛ k	199
668	EAH	158_child	199	ǰärmäk	d͡ʒʲɛrmɛk	d͡ʒʲ ɛ r m ɛ k	199
669	WOT	158_child	199	ǰärmük	d͡ʒʲɛrmyk	d͡ʒʲ ɛ r m y k	199
#
670	H	159_candle	200	gyertya	ɟɛrcɒ	ɟ ɛ r c ɒ	200
671	EAH	159_candle	200	ǰarta	d͡ʒʲarta	d͡ʒʲ a r t a	200
672	WOT	159_candle	200	yarta	jarta	j a r t a	200
#
673	H	160_hornbeamcarpinusbetulus	201	gyertyán	ɟɛrcaːn	ɟ ɛ r c aː n	201
674	OH	160_hornbeamcarpinusbetulus	201	ǰartān	d͡ʒʲartaːn	d͡ʒʲ a r t aː n	201
675	EAH	160_hornbeamcarpinusbetulus	201	ǰartaγan	d͡ʒʲartaɣan	d͡ʒʲ a r t a ɣ a n	201
676	WOT	160_hornbeamcarpinusbetulus	201	yartaγan	jartaɣan	j a r t a ɣ a n	201
#
677	H	161_murderkiller	202	gyilkos	ɟilkoʃ	ɟ i l k o ʃ	202
678	EAH	161_murderkiller	202	ǰilkuš	d͡ʒʲilkuʃ	d͡ʒʲ i l k u ʃ	202
679	WOT	161_murderkiller	202	ǰulkučï	d͡ʒʲulkut͡ʃɯ	d͡ʒʲ u l k u t͡ʃ ɯ	202
#
680	H	162_weed	203	gyom	ɟom	ɟ o m	203
681	EAH	162_weed	203	ǰom	d͡ʒʲom	d͡ʒʲ o m	203
682	WOT	162_weed	203	ǰom	d͡ʒʲom	d͡ʒʲ o m	203
#
683	H	163_stomach	204	gyomor	ɟomor	ɟ o m o r	204
684	OH	163_stomach	204	dʹumur	ɟumur	ɟ u m u r	204
685	EAH	163_stomach	204	ǰumur	d͡ʒʲumur	d͡ʒʲ u m u r	204
686	WOT	163_stomach	204	ǰumur	d͡ʒʲumur	d͡ʒʲ u m u r	204
#
687	H	164_toconfesssins	205	gyón	ɟoːn	ɟ oː n	205
688	OH	164_toconfesssins	205	dʹun	ɟun	ɟ u n	205
689	EAH	164_toconfesssins	205	ǰūn	d͡ʒʲuːn	d͡ʒʲ uː n	205
690	WOT	164_toconfesssins	205	ǰūn	d͡ʒʲuːn	d͡ʒʲ uː n	205
#
691	H	164_toconfesssins	206	gyovon	ɟovon	ɟ o v o n	206
692	OH	164_toconfesssins	206	dʹuvun	ɟuvun	ɟ u v u n	206
693	EAH	164_toconfesssins	206	ǰuvun	d͡ʒʲuvun	d͡ʒʲ u v u n	206
694	WOT	164_toconfesssins	206	ǰuvun	d͡ʒʲuvun	d͡ʒʲ u v u n	206
#
695	H	165_cudweedgnaphaliumedelweiss	207	gyopár	ɟopaːr	ɟ o p aː r	207
696	OH	165_cudweedgnaphaliumedelweiss	207	ǰupar	d͡ʒʲupar	d͡ʒʲ u p a r	207
697	EAH	165_cudweedgnaphaliumedelweiss	207	ǰïpar	d͡ʒʲɯpar	d͡ʒʲ ɯ p a r	207
698	WOT	165_cudweedgnaphaliumedelweiss	207	ǰïpar	d͡ʒʲɯpar	d͡ʒʲ ɯ p a r	207
#
699	H	166_pearl	208	gyöngy	ɟøɲɟ	ɟ ø ɲɟ	208
700	OH	166_pearl	208	ǰünǰ	d͡ʒʲynd͡ʒʲ	d͡ʒʲ y n d͡ʒʲ	208
701	LAH	166_pearl	208	ǰünǰü	d͡ʒʲynd͡ʒʲy	d͡ʒʲ y n d͡ʒʲ y	208
702	EAH	166_pearl	208	ǰinǰü	d͡ʒʲind͡ʒʲy	d͡ʒʲ i n d͡ʒʲ y	208
703	WOT	166_pearl	208	ǰinǰü	d͡ʒʲind͡ʒʲy	d͡ʒʲ i n d͡ʒʲ y	208
#
704	H	167_totorturetomakesuffer	209	gyötör	ɟøtør	ɟ ø t ø r	209
705	OH	167_totorturetomakesuffer	209	ǰütür	d͡ʒʲytyr	d͡ʒʲ y t y r	209
706	EAH	167_totorturetomakesuffer	209	ǰitür	d͡ʒʲityr	d͡ʒʲ i t y r	209
707	WOT	167_totorturetomakesuffer	209	ǰitür	d͡ʒʲityr	d͡ʒʲ i t y r	209
#
708	H	168_toconquersomebodysomethingtriumphoversomebodysomethinggainvictory	210	győz	ɟøːz	ɟ øː z	210
709	OH	168_toconquersomebodysomethingtriumphoversomebodysomethinggainvictory	210	dʹēz	ɟeːz	ɟ eː z	210
710	EAH	168_toconquersomebodysomethingtriumphoversomebodysomethinggainvictory	210	ǰeγüz	d͡ʒʲɛɣyz	d͡ʒʲ ɛ ɣ y z	210
711	WOT	168_toconquersomebodysomethingtriumphoversomebodysomethinggainvictory	210	ǰäγüz	d͡ʒʲɛɣyz	d͡ʒʲ ɛ ɣ y z	210
#
712	H	169_tocatchfirebekindledtobeignited	211	gyúl	ɟuːl	ɟ uː l	211
713	EAH	169_tocatchfirebekindledtobeignited	211	ǰul	d͡ʒʲul	d͡ʒʲ u l	211
714	WOT	169_tocatchfirebekindledtobeignited	211	ǰul	d͡ʒʲul	d͡ʒʲ u l	211
#
715	H	170_tokneadpug	212	gyúr	ɟuːr	ɟ uː r	212
716	EAH	170_tokneadpug	212	ǰuγur	d͡ʒʲuɣur	d͡ʒʲ u ɣ u r	212
717	WOT	170_tokneadpug	212	ǰuγur	d͡ʒʲuɣur	d͡ʒʲ u ɣ u r	212
#
718	H	171_toassemblegather	213	gyűl	ɟyːl	ɟ yː l	213
719	OH	171_toassemblegather	213	dʹīl	ɟiːl	ɟ iː l	213
720	EAH	171_toassemblegather	213	ǰiγil	d͡ʒʲiɣil	d͡ʒʲ i ɣ i l	213
721	WOT	171_toassemblegather	213	ǰigil	d͡ʒʲiɡil	d͡ʒʲ i ɡ i l	213
#
722	H	172_tocollectgathersomething	214	gyűjt	ɟyːjt	ɟ yː j t	214
723	EAH	172_tocollectgathersomething	214	dʹǖl	ɟyːl	ɟ yː l	214
724	WOT	172_tocollectgathersomething	214	ǰiγil	d͡ʒʲiɣil	d͡ʒʲ i ɣ i l	214
#
725	H	173_tohate	215	gyűlöl	ɟyːløl	ɟ yː l ø l	215
726	OH	173_tohate	215	dʹǖle	ɟyːlɛ	ɟ yː l ɛ	215
727	LAH	173_tohate	215	dʹeü̯le	ɟɛwlɛ	ɟ ɛ w l ɛ	215
728	EAH	173_tohate	215	ǰeγile	d͡ʒʲɛɣilɛ	d͡ʒʲ ɛ ɣ i l ɛ	215
729	WOT	173_tohate	215	ǰägilä	d͡ʒʲɛɡilɛ	d͡ʒʲ ɛ ɡ i l ɛ	215
#
730	H	174_fruit	216	gyümölcs	ɟymølt͡ʃ	ɟ y m ø l t͡ʃ	216
731	OH	174_fruit	216	dʹömölč	ɟømølt͡ʃ	ɟ ø m ø l t͡ʃ	216
732	LAH	174_fruit	216	dʹemilč	ɟɛmilt͡ʃ	ɟ ɛ m i l t͡ʃ	216
733	EAH	174_fruit	216	ǰemilč	d͡ʒʲɛmilt͡ʃ	d͡ʒʲ ɛ m i l t͡ʃ	216
734	WOT	174_fruit	216	ǰemilč	d͡ʒʲɛmilt͡ʃ	d͡ʒʲ ɛ m i l t͡ʃ	216
#
735	H	175_hawthornaplantsimilartothewhitethornorelder	217	gyümölcsény	ɟymølt͡ʃeːɲ	ɟ y m ø l t͡ʃ eː ɲ	217
736	OH	175_hawthornaplantsimilartothewhitethornorelder	217	dʹemilčen	ɟɛmilt͡ʃɛn	ɟ ɛ m i l t͡ʃ ɛ n	217
737	EAH	175_hawthornaplantsimilartothewhitethornorelder	217	ǰemilčen	d͡ʒʲɛmilt͡ʃɛn	d͡ʒʲ ɛ m i l t͡ʃ ɛ n	217
738	WOT	175_hawthornaplantsimilartothewhitethornorelder	217	ǰemilčen	d͡ʒʲɛmilt͡ʃɛn	d͡ʒʲ ɛ m i l t͡ʃ ɛ n	217
#
739	H	176_akindoftreesimilartothemapleorcornelacertataricumcornussanguinea	218	gyűrű	ɟyːryː	ɟ yː r yː	218
740	OH	176_akindoftreesimilartothemapleorcornelacertataricumcornussanguinea	218	dʹereü̯	ɟɛrɛw	ɟ ɛ r ɛ w	218
741	EAH	176_akindoftreesimilartothemapleorcornelacertataricumcornussanguinea	218	ǰereγ	d͡ʒʲɛrɛɣ	d͡ʒʲ ɛ r ɛ ɣ	218
742	WOT	176_akindoftreesimilartothemapleorcornelacertataricumcornussanguinea	218	ǰereγ	d͡ʒʲɛrɛɣ	d͡ʒʲ ɛ r ɛ ɣ	218
#
743	H	177_ring	219	gyűrű	ɟyːryː	ɟ yː r yː	219
744	OH	177_ring	219	dʹüreü̯	ɟyrɛw	ɟ y r ɛ w	219
745	EAH	177_ring	219	ǰürüγ	d͡ʒʲyryɣ	d͡ʒʲ y r y ɣ	219
746	WOT	177_ring	219	ǰürüγ	d͡ʒʲyryɣ	d͡ʒʲ y r y ɣ	219
#
747	H	178_thimble	220	gyűszű	ɟyːsyː	ɟ yː s yː	220
748	EAH	178_thimble	220	ǰüγsüγ	d͡ʒʲyɣsyɣ	d͡ʒʲ y ɣ s y ɣ	220
749	WOT	178_thimble	220	ǰüγsüγ	d͡ʒʲyɣsyɣ	d͡ʒʲ y ɣ s y ɣ	220
#
750	H	179_boatship	221	hajó	hɒjoː	h ɒ j oː	221
751	EAH	179_boatship	221	hayiγ	hajiɣ	h a j i ɣ	221
752	WOT	179_boatship	221	χayїγ	χajɯɣ	χ a j ɯ ɣ	221
#
753	H	180_bell	222	harang	hɒrɒŋ	h ɒ r ɒ ŋ	222
754	EAH	180_bell	222	hangar	hanɡar	h a n ɡ a r	222
755	WOT	180_bell	222	χoŋar	χoŋar	χ o ŋ a r	222
#
756	H	181_hawk	223	herjó	hɛrjoː	h ɛ r j oː	223
757	EAH	181_hawk	223	xirγuy	xirɣuj	x i r ɣ u j	223
758	WOT	181_hawk	223	χїrγuy	χɯrɣuj	χ ɯ r ɣ u j	223
#
759	H	182_sand	224	homok	homok	h o m o k	224
760	OH	182_sand	224	humuki	humuki	h u m u k i	224
761	EAH	182_sand	224	humoki	humoki	h u m o k i	224
762	WOT	182_sand	224	χumakï	χumakɯ	χ u m a k ɯ	224
#
763	H	183_nooseloopsnare	225	hurok	hurok	h u r o k	225
764	EAH	183_nooseloopsnare	225	urok	urok	u r o k	225
765	WOT	183_nooseloopsnare	225	urok	urok	u r o k	225
#
766	H	184_timeweather	226	idő	idøː	i d øː	226
767	OH	184_timeweather	226	üdȫ	ydøː	y d øː	226
768	LAH	184_timeweather	226	üdeü̯	ydɛw	y d ɛ w	226
769	EAH	184_timeweather	226	üdeγ	ydɛɣ	y d ɛ ɣ	226
770	WOT	184_timeweather	226	üdäγ	ydɛɣ	y d ɛ ɣ	226
#
771	H	185_wordbiblicalwordverb	227	ige	iɡɛ	i ɡ ɛ	227
772	EAH	185_wordbiblicalwordverb	227	üge	yɡɛ	y ɡ ɛ	227
773	WOT	185_wordbiblicalwordverb	227	ügä	yɡɛ	y ɡ ɛ	227
#
774	H	186_yesaffirmativeparticlevery	228	igen	iɡɛn	i ɡ ɛ n	228
775	EAH	186_yesaffirmativeparticlevery	228	egen	ɛɡɛn	ɛ ɡ ɛ n	228
776	WOT	186_yesaffirmativeparticlevery	228	egän	ɛɡɛn	ɛ ɡ ɛ n	228
#
777	H	187_tobefrightenedtotakefright	229	ije	ijɛ	i j ɛ	229
778	OH	187_tobefrightenedtotakefright	229	iye	ijɛ	i j ɛ	229
779	EAH	187_tobefrightenedtotakefright	229	äyi	ɛji	ɛ j i	229
780	WOT	187_tobefrightenedtotakefright	229	äyi	ɛji	ɛ j i	229
#
781	H	187_tobefrightenedtotakefright	230	ije	ijɛ	i j ɛ	230
782	OH	187_tobefrightenedtotakefright	230	iye	ijɛ	i j ɛ	230
783	EAH	187_tobefrightenedtotakefright	230	äyi	ɛji	ɛ j i	230
784	WOT	187_tobefrightenedtotakefright	230	äyi	ɛji	ɛ j i	230
#
785	H	188_twin	231	iker	ikɛr	i k ɛ r	231
786	EAH	188_twin	231	ikir	ikir	i k i r	231
787	WOT	188_twin	231	ikir	ikir	i k i r	231
#
788	H	189_properbehaviour	232	ildom	ildom	i l d o m	232
789	EAH	189_properbehaviour	232	ildam	ildam	i l d a m	232
790	WOT	189_properbehaviour	232	ïldam	ɯldam	ɯ l d a m	232
#
791	H	190_tosuitsomethingtobepropertofitinto	233	ill	ilː	i lː	233
792	EAH	190_tosuitsomethingtobepropertofitinto	233	il	il	i l	233
793	WOT	190_tosuitsomethingtobepropertofitinto	233	il	il	i l	233
#
794	H	191_toadoreworship	234	im	im	i m	234
795	OH	191_toadoreworship	234	vimad	vimad	v i m a d	234
796	EAH	191_toadoreworship	234	vim	vim	v i m	234
797	WOT	191_toadoreworship	234	vïm	vɯm	v ɯ m	234
#
798	H	192_shirt	235	ing	iŋ	i ŋ	235
799	OH	192_shirt	235	ümeg	ymɛɡ	y m ɛ ɡ	235
800	EAH	192_shirt	235	ümmeg	ymːɛɡ	y mː ɛ ɡ	235
801	WOT	192_shirt	235	öŋmäk	øŋmɛk	ø ŋ m ɛ k	235
#
802	H	193_towrite	236	ír	iːr	iː r	236
803	EAH	193_towrite	236	ir	ir	i r	236
804	WOT	193_towrite	236	ïr	ɯr	ɯ r	236
#
805	H	194_buttermilk	237	író	iːroː	iː r oː	237
806	OH	194_buttermilk	237	irō	iroː	i r oː	237
807	EAH	194_buttermilk	237	iraγ	iraɣ	i r a ɣ	237
808	WOT	194_buttermilk	237	ïraγ	ɯraɣ	ɯ r a ɣ	237
#
809	H	195_toglowbehot	238	izzi	izːi	i zː i	238
810	OH	195_toglowbehot	238	izi	izi	i z i	238
811	EAH	195_toglowbehot	238	isi	isi	i s i	238
812	WOT	195_toglowbehot	238	ïsï	ɯsɯ	ɯ s ɯ	238
#
813	H	196_nameofanethnicgroupofiranianorigininhungary	239	jász	jaːs	j aː s	239
814	WOT	196_nameofanethnicgroupofiranianorigininhungary	239	yās	jaːs	j aː s	239
#
815	H	197_dolessdolittle	240	kajtár	kɒjtaːr	k ɒ j t aː r	240
#
816	H	198_bulrushclubrushdifferentplantslikeschoenoplectuscyperace	241	káka	kaːkɒ	k aː k ɒ	241
817	WOT	198_bulrushclubrushdifferentplantslikeschoenoplectuscyperace	241	kakï	kakɯ	k a k ɯ	241
#
818	H	199_guidepilotconductorticketinspector	242	kalauz	kɒlɒuz	k ɒ l ɒ u z	242
819	EAH	199_guidepilotconductorticketinspector	242	kalauz	kalauz	k a l a u z	242
#
820	H	199_guidepilotconductorticketinspector	243	kalóz	kɒloːz	k ɒ l oː z	243
821	EAH	199_guidepilotconductorticketinspector	243	kalauz	kalauz	k a l a u z	243
822	WOT	199_guidepilotconductorticketinspector	243	kolavuz	kolavuz	k o l a v u z	243
#
823	H	200_anethnicgroupofmuslimfaithinmediaevalhungary	244	káliz	kaːliz	k aː l i z	244
824	EAH	200_anethnicgroupofmuslimfaithinmediaevalhungary	244	kaliz	kaliz	k a l i z	244
825	WOT	200_anethnicgroupofmuslimfaithinmediaevalhungary	244	kvaliz	kvaliz	k v a l i z	244
#
826	H	201_awaterplantstratiotesaloides	245	kalokány	kɒlokaːɲ	k ɒ l o k aː ɲ	245
827	EAH	201_awaterplantstratiotesaloides	245	karlukan	karlukan	k a r l u k a n	245
828	WOT	201_awaterplantstratiotesaloides	245	karlukan	karlukan	k a r l u k a n	245
#
829	H	201_awaterplantstratiotesaloides	246	kolokány	kolokaːɲ	k o l o k aː ɲ	246
830	EAH	201_awaterplantstratiotesaloides	246	karlukan	karlukan	k a r l u k a n	246
831	WOT	201_awaterplantstratiotesaloides	246	karlukan	karlukan	k a r l u k a n	246
#
832	H	201_awaterplantstratiotesaloides	247	karlokány	kɒrlokaːɲ	k ɒ r l o k aː ɲ	247
833	EAH	201_awaterplantstratiotesaloides	247	karlukan	karlukan	k a r l u k a n	247
834	WOT	201_awaterplantstratiotesaloides	247	karlukan	karlukan	k a r l u k a n	247
#
835	H	202_whiplash	248	kamcsi	kɒmt͡ʃi	k ɒ m t͡ʃ i	248
#
836	H	202_whiplash	249	kamsi	kɒmʃi	k ɒ m ʃ i	249
#
837	H	202_whiplash	250	kamzsi	kɒmʒi	k ɒ m ʒ i	250
#
838	H	203_saddlestrap	251	kangyík	kɒɲɟiːk	k ɒ ɲɟ iː k	251
839	EAH	203_saddlestrap	251	kåndʹikå	kɒnɟikɒ	k ɒ n ɟ i k ɒ	251
#
840	H	203_saddlestrap	252	kangyíka	kɒɲɟiːkɒ	k ɒ ɲɟ iː k ɒ	252
841	EAH	203_saddlestrap	252	kåndʹikå	kɒnɟikɒ	k ɒ n ɟ i k ɒ	252
#
842	H	204_bridlereins	253	kantár	kɒntaːr	k ɒ n t aː r	253
843	WOT	204_bridlereins	253	kantar	kantar	k a n t a r	253
#
844	H	205_measles	254	kanyaró	kɒɲɒroː	k ɒ ɲ ɒ r oː	254
845	OH	205_measles	254	kåråńō	kɒrɒɲoː	k ɒ r ɒ ɲ oː	254
846	LAH	205_measles	254	kåråmō	kɒrɒmoː	k ɒ r ɒ m oː	254
847	EAH	205_measles	254	karamuγ	karamuɣ	k a r a m u ɣ	254
848	WOT	205_measles	254	karamuγ	karamuɣ	k a r a m u ɣ	254
#
849	H	206_trapsnare	255	kaptány	kɒptaːɲ	k ɒ p t aː ɲ	255
850	OH	206_trapsnare	255	kåpkāń	kɒpkaːɲ	k ɒ p k aː ɲ	255
851	EAH	206_trapsnare	255	kapkan	kapkan	k a p k a n	255
852	WOT	206_trapsnare	255	kapkan	kapkan	k a p k a n	255
#
853	H	207_gate	256	kapu	kɒpu	k ɒ p u	256
854	OH	207_gate	256	kapū	kapuː	k a p uː	256
855	EAH	207_gate	256	kapuγ	kapuɣ	k a p u ɣ	256
856	WOT	207_gate	256	kapuγ	kapuɣ	k a p u ɣ	256
#
857	H	208_arm	257	kar	kɒr	k ɒ r	257
858	EAH	208_arm	257	kar	kar	k a r	257
859	WOT	208_arm	257	kar	kar	k a r	257
#
860	H	209_damageloss	258	kár	kaːr	k aː r	258
861	WOT	209_damageloss	258	kăvar	kɐvar	k ɐ v a r	258
#
862	H	210_manofgritstoutfellow	259	karakán	kɒrɒkaːn	k ɒ r ɒ k aː n	259
863	EAH	210_manofgritstoutfellow	259	karakan	karakan	k a r a k a n	259
864	WOT	210_manofgritstoutfellow	259	karakan	karakan	k a r a k a n	259
#
865	H	211_sheepfoldcattlegridstockyardayardencircledbyafenceshedforanimals	260	karám	kɒraːm	k ɒ r aː m	260
866	EAH	211_sheepfoldcattlegridstockyardayardencircledbyafenceshedforanimals	260	korām	koraːm	k o r aː m	260
867	WOT	211_sheepfoldcattlegridstockyardayardencircledbyafenceshedforanimals	260	koram	koram	k o r a m	260
#
868	H	212_pinkseveralkindsofpinkdanthusdcaryophyllusseveralmembersofthecaryophillace	261	karambél	kɒrɒmbeːl	k ɒ r ɒ m b eː l	261
869	EAH	212_pinkseveralkindsofpinkdanthusdcaryophyllusseveralmembersofthecaryophillace	261	karampil	karampil	k a r a m p i l	261
870	WOT	212_pinkseveralkindsofpinkdanthusdcaryophyllusseveralmembersofthecaryophillace	261	karampil	karampil	k a r a m p i l	261
#
871	H	212_pinkseveralkindsofpinkdanthusdcaryophyllusseveralmembersofthecaryophillace	262	karambél	kɒrɒmbeːl	k ɒ r ɒ m b eː l	262
872	EAH	212_pinkseveralkindsofpinkdanthusdcaryophyllusseveralmembersofthecaryophillace	262	karampil	karampil	k a r a m p i l	262
873	WOT	212_pinkseveralkindsofpinkdanthusdcaryophyllusseveralmembersofthecaryophillace	262	karamfil	karamfil	k a r a m f i l	262
#
874	H	213_stakepalestick	263	karó	kɒroː	k ɒ r oː	263
875	OH	213_stakepalestick	263	kårou̯	kɒrow	k ɒ r o w	263
876	EAH	213_stakepalestick	263	karoγ	karoɣ	k a r o ɣ	263
877	WOT	213_stakepalestick	263	karoγ	karoɣ	k a r o ɣ	263
#
878	H	214_afishingwaterbirdwithblackfeatherscormorantphalacrocoraxcarbo	264	kárókaton	kaːroːkɒton	k aː r oː k ɒ t o n	264
879	OH	214_afishingwaterbirdwithblackfeatherscormorantphalacrocoraxcarbo	264	karakatona	karakatona	k a r a k a t o n a	264
880	EAH	214_afishingwaterbirdwithblackfeatherscormorantphalacrocoraxcarbo	264	karakotan	karakotan	k a r a k o t a n	264
881	WOT	214_afishingwaterbirdwithblackfeatherscormorantphalacrocoraxcarbo	264	karakotan	karakotan	k a r a k o t a n	264
#
882	H	215_sparrowhawkaccipiternnisus	265	karvaly	kɒrvɒj	k ɒ r v ɒ j	265
883	EAH	215_sparrowhawkaccipiternnisus	265	karγay	karɣaj	k a r ɣ a j	265
884	WOT	215_sparrowhawkaccipiternnisus	265	kargay	karɡaj	k a r ɡ a j	265
#
885	H	216_chicorycichoriumspcichoriumintybus	266	katáng	kɒtaːŋ	k ɒ t aː ŋ	266
886	EAH	216_chicorycichoriumspcichoriumintybus	266	katāng	kataːnɡ	k a t aː n ɡ	266
887	WOT	216_chicorycichoriumspcichoriumintybus	266	kataŋ	kataŋ	k a t a ŋ	266
#
888	H	217_anethnicnamekazar	267	kazár	kɒzaːr	k ɒ z aː r	267
889	EAH	217_anethnicnamekazar	267	kazar	kazar	k a z a r	267
890	WOT	217_anethnicnamekazar	267	kazar	kazar	k a z a r	267
#
