ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE
676	EAH	hornbeam, Carpinus betulus	ǰartaγan	ǰartaγan	d͡ʒʲ a r t a ɣ a n	according to the corrigenda-section on p. 1494 I changed 'dʹertʹān < *ǰartān < *ǰartaγan ← WOT *ǰartaγan' to 'dʹertʹān < *ǰartān < *ǰartaγan ← WOT *yartaγan'
677	WOT	hornbeam, Carpinus betulus	yartaγan	yartaγan	j a r t a ɣ a n	according to the corrigenda-section on p. 1494 I changed 'dʹertʹān < *ǰartān < *ǰartaγan ← WOT *ǰartaγan' to 'dʹertʹān < *ǰartān < *ǰartaγan ← WOT *yartaγan'
268	H	horsefly, gadfly	bögöly	bögöly	b ø ɡ ø j	
269	OH	horsefly, gadfly	bögölʹ	bögölʹ	b ø ɡ ø j	
270	LAH	horsefly, gadfly	bögölʹök	bögölʹök	b ø ɡ ø j ø k	
271	EAH	horsefly, gadfly	bögölök	bögölök	b ø ɡ ø l ø k	
272	WOT	horsefly, gadfly	bögöläk	bögöläk	b ø ɡ ø l ɛ k	
1594	H	horseradish, Armoracia rusticana	torma	torma	t o r m ɒ	
1595	EAH	horseradish, Armoracia rusticana	turma	turma	t u r m a	
1596	WOT	horseradish, Armoracia rusticana	turma	turma	t u r m a	
1719	H	hot embers, extinguished embers	üszök	üszök	y s ø k	
1720	EAH	hot embers, extinguished embers	isüg	isüg	i s y ɡ	
1721	WOT	hot embers, extinguished embers	isig	isig	i s i ɡ	
1722	H	hot embers, extinguished embers	üszög	üszög	y s ø ɡ	
1723	EAH	hot embers, extinguished embers	isüg	isüg	i s y ɡ	
1724	WOT	hot embers, extinguished embers	isig	isig	i s i ɡ	
410	H	impurities, tow, chaff	csepű	csepű	t͡ʃ ɛ p yː	
411	OH	impurities, tow, chaff	čöpǖ	čöpǖ	t͡ʃ ø p yː	
412	LAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
413	EAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
414	WOT	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
415	H	impurities, tow, chaff	csepű	csepű	t͡ʃ ɛ p yː	
416	OH	impurities, tow, chaff	čöpǖ	čöpǖ	t͡ʃ ø p yː	
417	LAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
418	EAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
419	WOT	impurities, tow, chaff	čöpiγ	čöpiγ	t͡ʃ ø p i ɣ	
420	H	impurities, tow, chaff	csepű	csepű	t͡ʃ ɛ p yː	
421	OH	impurities, tow, chaff	čepǖ	čepǖ	t͡ʃ ɛ p yː	
422	LAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
423	EAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
424	WOT	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
425	H	impurities, tow, chaff	csepű	csepű	t͡ʃ ɛ p yː	
426	OH	impurities, tow, chaff	čepǖ	čepǖ	t͡ʃ ɛ p yː	
427	LAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
428	EAH	impurities, tow, chaff	čöpüγ	čöpüγ	t͡ʃ ø p y ɣ	
429	WOT	impurities, tow, chaff	čöpiγ	čöpiγ	t͡ʃ ø p i ɣ	
1620	H	innumerable	töméntelen	töméntelen	t ø m eː n t ɛ l ɛ n	
1621	OH	innumerable	tömēń	tömēń	t ø m eː ɲ	
1622	EAH	innumerable	tümen	tümen	t y m ɛ n	
1623	WOT	innumerable	tümän	tümän	t y m ɛ n	
1591	H	interpreter	tolmács	tolmács	t o l m aː t͡ʃ	
1592	EAH	interpreter	tolmač	tolmač	t o l m a t͡ʃ	
1593	WOT	interpreter	tolmač	tolmač	t o l m a t͡ʃ	
165	H	judge	bíró	bíró	b iː r oː	
166	OH	judge	birō	birō	b i r oː	
167	EAH	judge	biruγ	biruγ	b i r u ɣ	
168	WOT	judge	bïrug	bïrug	b ɯ r u ɡ	
1132	H	kid (of a goat)	olló	olló	o lː oː	
1133	OH	kid (of a goat)	oγlou̯	oγlou̯	o ɣ l o w	
1134	EAH	kid (of a goat)	oγlaγ	oγlaγ	o ɣ l a ɣ	
1135	WOT	kid (of a goat)	oγlaγ	oγlaγ	o ɣ l a ɣ	
1558	H	knee	térd	térd	t eː r d	
1559	EAH	knee	tīr	tīr	t iː r	
1560	WOT	knee	tīr	tīr	t iː r	
180	H	knot, bend	bog	bog	b o ɡ	
181	EAH	knot, bend	bog	bog	b o ɡ	
182	WOT	knot, bend	bog	bog	b o ɡ	
95	H	label, tag	bárca	bárca	b aː r t͡s ɒ	
96	EAH	label, tag	bāsa	bāsa	b aː s a	
1091	H	laughing bird, Picus viridis	küllő	küllő	k y lː øː	
1092	EAH	laughing bird, Picus viridis	külleγ	külleγ	k y lː ɛ ɣ	
1093	WOT	laughing bird, Picus viridis	külüläγ	külüläγ	k y l y l ɛ ɣ	
1099	H	laughing bird, Picus viridis	küllő	küllő	k y lː øː	
1100	OH	laughing bird, Picus viridis	külȫ	külȫ	k y l øː	
1101	LAH	laughing bird, Picus viridis	küvȫ	küvȫ	k y v øː	
1102	EAH	laughing bird, Picus viridis	küvey	küvey	k y v ɛ j	
1103	WOT	laughing bird, Picus viridis	küväy	küväy	k y v ɛ j	
1641	H	law	törvény	törvény	t ø r v eː ɲ	
1642	OH	law	türven	türven	t y r v ɛ n	
1643	LAH	law	türγen	türγen	t y r ɣ ɛ n	
1644	EAH	law	türüγen	türüγen	t y r y ɣ ɛ n	
1645	WOT	law	törüγän	törüγän	t ø r y ɣ ɛ n	
662	H	lawn,grass-(plot)	gyep	gyep	ɟ ɛ p	
663	EAH	lawn,grass-(plot)	ǰepi	ǰepi	d͡ʒʲ ɛ p i	
664	WOT	lawn,grass-(plot)	ǰäpi	ǰäpi	d͡ʒʲ ɛ p i	
145	H	letter (of the alphabet)	betű	betű	b ɛ t yː	
146	OH	letter (of the alphabet)	beteü̯	beteü̯	b ɛ t ɛ w	
147	EAH	letter (of the alphabet)	bitiγ	bitiγ	b i t i ɣ	
148	WOT	letter (of the alphabet)	bitig	bitig	b i t i ɡ	
1386	H	light-coloured, yellowish, pale, (partly) bald	szár	szár	s aː r	
1387	EAH	light-coloured, yellowish, pale, (partly) bald	sar	sar	s a r	
1388	WOT	light-coloured, yellowish, pale, (partly) bald	sar	sar	s a r	
1147	H	lion	oroszlán	oroszlán	o r o s l aː n	
1148	EAH	lion	uruslān	uruslān	u r u s l aː n	
1149	WOT	lion	aruslan	aruslan	a r u s l a n	
1020	H	loan	kölcsön	kölcsön	k ø l t͡ʃ ø n	
1021	EAH	loan	külčen	külčen	k y l t͡ʃ ɛ n	
1022	WOT	loan	kölčen	kölčen	k ø l t͡ʃ ɛ n	
965	H	lute, cittern	koboz	koboz	k o b o z	
966	EAH	lute, cittern	koboz	koboz	k o b o z	
328	H	magical	bűvös	bűvös	b yː v ø ʃ	
329	OH	magical	bǖ	bǖ	b yː	
330	EAH	magical	büγü	büγü	b y ɣ y	
331	WOT	magical	büγü	büγü	b y ɣ y	
863	H	man of grit, stout fellow	karakán	karakán	k ɒ r ɒ k aː n	
864	EAH	man of grit, stout fellow	karakan	karakan	k a r a k a n	
865	WOT	man of grit, stout fellow	karakan	karakan	k a r a k a n	
599	H	matchmaker	gügyű	gügyű	ɡ y ɟ yː	
600	OH	matchmaker	küdʹǖ	küdʹǖ	k y ɟ yː	
601	LAH	matchmaker	küdʹeü̯	küdʹeü̯	k y ɟ ɛ w	
602	EAH	matchmaker	küdeγü	küdeγü	k y d ɛ ɣ y	
399	H	measle, smallpox, pocks; skin eruption; decorative embroidery	csécs	csécs	t͡ʃ eː t͡ʃ	
400	EAH	measle, smallpox, pocks; skin eruption; decorative embroidery	čëč	čëč	t͡ʃ e t͡ʃ	
401	WOT	measle, smallpox, pocks; skin eruption; decorative embroidery	čeč	čeč	t͡ʃ ɛ t͡ʃ	
402	H	measle, smallpox, pocks; skin eruption; decorative embroidery	csécs	csécs	t͡ʃ eː t͡ʃ	
403	LAH	measle, smallpox, pocks; skin eruption; decorative embroidery	čëč	čëč	t͡ʃ e t͡ʃ	
404	EAH	measle, smallpox, pocks; skin eruption; decorative embroidery	čëček	čëček	t͡ʃ e t͡ʃ ɛ k	
405	WOT	measle, smallpox, pocks; skin eruption; decorative embroidery	čečäk	čečäk	t͡ʃ ɛ t͡ʃ ɛ k	
845	H	measles	kanyaró	kanyaró	k ɒ ɲ ɒ r oː	
846	OH	measles	kåråńō	kåråńō	k ɒ r ɒ ɲ oː	
847	LAH	measles	kåråmō	kåråmō	k ɒ r ɒ m oː	
848	EAH	measles	karamuγ	karamuγ	k a r a m u ɣ	
849	WOT	measles	karamuγ	karamuγ	k a r a m u ɣ	
1071	H	mellow, powdery, crumbly, rotten, mouldy	kőrő	kőrő	k øː r øː	
1072	EAH	mellow, powdery, crumbly, rotten, mouldy	kevreγ	kevreγ	k ɛ v r ɛ ɣ	
1073	WOT	mellow, powdery, crumbly, rotten, mouldy	kävräγ	kävräγ	k ɛ v r ɛ ɣ	
907	H	mercury	kéneső	kéneső	k eː n ɛ ʃ øː	
908	EAH	mercury	kenešǖ	kenešǖ	k ɛ n ɛ ʃ yː	
909	WOT	mercury	kenä šū	kenäšū	k ɛ n ɛ ʃ uː	
550	H	merit	érdem	érdem	eː r d ɛ m	
551	EAH	merit	erdem	erdem	ɛ r d ɛ m	
552	WOT	merit	ärdäm	ärdäm	ɛ r d ɛ m	
1186	H	milling product	örmény	örmény	ø r m eː ɲ	See headword ÖRMÉNY² or ŐR¹ in original (nested entry)
1187	EAH	milling product	eü̯rmen	eü̯rmen	ɛ w r m ɛ n	See headword ÖRMÉNY² or ŐR¹ in original (nested entry)
1188	WOT	milling product	ävirmän	ävirmän	ɛ v i r m ɛ n	See headword ÖRMÉNY² or ŐR¹ in original (nested entry)
1358	H	mirage	szágom	szágom	s aː ɡ o m	
1359	EAH	mirage	sagum	sagum	s a ɡ u m	
1360	WOT	mirage	sagïm	sagïm	s a ɡ ɯ m	
1663	H	mirror	tükör	tükör	t y k ø r	
1664	EAH	mirror	tiker	tiker	t i k ɛ r	
1665	WOT	mirror	tikär	tikär	t i k ɛ r	
1666	H	mirror	tükör	tükör	t y k ø r	
1667	EAH	mirror	tüker	tüker	t y k ɛ r	
1668	WOT	mirror	tükär	tükär	t y k ɛ r	
553	H	morals, morality	erkölcs	erkölcs	ɛ r k ø l t͡ʃ	
554	EAH	morals, morality	erkelč	erkelč	ɛ r k ɛ l t͡ʃ	
555	WOT	morals, morality	ärkilč	ärkilč	ɛ r k i l t͡ʃ	
1465	H	mosquito, gnat, Culex pipens	szúnyog	szúnyog	s uː ɲ o ɡ	
1466	OH	mosquito, gnat, Culex pipens	sunug	sunug	s u n u ɡ	
1467	EAH	mosquito, gnat, Culex pipens	sinuk	sinuk	s i n u k	
1468	WOT	mosquito, gnat, Culex pipens	siŋuk	siŋuk	s i ŋ u k	
644	H	mourning, bereavement	gyász	gyász	ɟ aː s	
645	OH	mourning, bereavement	ǰās	ǰās	d͡ʒʲ aː s	
646	EAH	mourning, bereavement	ǰas	ǰas	d͡ʒʲ a s	
647	WOT	mourning, bereavement	ǰas	ǰas	d͡ʒʲ a s	
1311	H	much, many	sok	sok	ʃ o k	
1312	WOT	much, many	čok	čok	t͡ʃ o k	
1237	H	mud, marsh	sár	sár	ʃ aː r	
1238	EAH	mud, marsh	šar	šar	ʃ a r	
1239	WOT	mud, marsh	šar	šar	ʃ a r	
678	H	murder, killer	gyilkos	gyilkos	ɟ i l k o ʃ	
679	EAH	murder, killer	ǰilkuš	ǰilkuš	d͡ʒʲ i l k u ʃ	
680	WOT	murder, killer	ǰulkučï	ǰulkučï	d͡ʒʲ u l k u t͡ʃ ɯ	
129	H	name of a people	bercel	bercel	b ɛ r t͡s ɛ l	
130	OH	name of a people	bercel	bercel	b ɛ r t͡s ɛ l	
131	EAH	name of a people	bersil	bersil	b ɛ r s i l	
132	WOT	name of a people	Bärsil	Bärsil	b ɛ r s i l	
814	H	name of an ethnic group of Iranian origin in Hungary	jász	jász	j aː s	
815	WOT	name of an ethnic group of Iranian origin in Hungary	yās	yās	j aː s	
1519	H	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tátorján	tátorján	t aː t o r j aː n	
1520	OH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tāturyan	tāturyan	t aː t u r j a n	
1521	EAH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	taturγan	taturγan	t a t u r ɣ a n	
1522	WOT	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	taturgan	taturgan	t a t u r ɡ a n	
1523	H	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tátorján	tátorján	t aː t o r j aː n	
1524	OH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tāturyan	tāturyan	t aː t u r j a n	
1525	EAH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	taturγan	taturγan	t a t u r ɣ a n	
1526	WOT	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tåtrång	tåtrång	t ɒ t r ɒ n ɡ	
366	H	nettle, Urtica	csalán	csalán	t͡ʃ ɒ l aː n	
367	EAH	nettle, Urtica	čalān	čalān	t͡ʃ a l aː n	
368	WOT	nettle, Urtica	čalïγan	čalïγan	t͡ʃ a l ɯ ɣ a n	
369	H	nettle, Urtica	csalán	csalán	t͡ʃ ɒ l aː n	
370	EAH	nettle, Urtica	čilān	čilān	t͡ʃ i l aː n	
371	WOT	nettle, Urtica	čalïγan	čalïγan	t͡ʃ a l ɯ ɣ a n	
372	H	nettle, Urtica	csalán	csalán	t͡ʃ ɒ l aː n	
373	EAH	nettle, Urtica	čalaγan	čalaγan	t͡ʃ a l a ɣ a n	
374	WOT	nettle, Urtica	čalïγan	čalïγan	t͡ʃ a l ɯ ɣ a n	
493	H	noon, south	dél	dél	d eː l	
494	EAH	noon, south	töli	töli	t ø l i	
495	WOT	noon, south	tüli	tüli	t y l i	
496	H	noon, south	dél	dél	d eː l	
497	EAH	noon, south	döli	döli	d ø l i	
498	WOT	noon, south	düli	düli	d y l i	
764	H	noose, loop, snare	hurok	hurok	h u r o k	
765	EAH	noose, loop, snare	urok	urok	u r o k	
766	WOT	noose, loop, snare	urok	urok	u r o k	
1370	H	number	szám	szám	s aː m	
1371	EAH	number	sam	sam	s a m	
1372	WOT	number	sām	sām	s aː m	
499	H	nut; walnut, Juglans	dió	dió	d i oː	
500	OH	nut; walnut, Juglans	ǰiwo	ǰiwo	d͡ʒʲ i v o	
501	LAH	nut; walnut, Juglans	ǰiγau̯	ǰiγau̯	d͡ʒʲ i ɣ a w	
502	EAH	nut; walnut, Juglans	ǰiγaγ	ǰiγaγ	d͡ʒʲ i ɣ a ɣ	
503	WOT	nut; walnut, Juglans	ǰïγaγ	ǰïγaγ	d͡ʒʲ ɯ ɣ a ɣ	
504	H	nut; walnut, Juglans	dió	dió	d i oː	
505	OH	nut; walnut, Juglans	ǰiwo	ǰiwo	d͡ʒʲ i v o	
506	LAH	nut; walnut, Juglans	ǰiγau̯	ǰiγau̯	d͡ʒʲ i ɣ a w	
507	EAH	nut; walnut, Juglans	ǰiγaγ	ǰiγaγ	d͡ʒʲ i ɣ a ɣ	
508	WOT	nut; walnut, Juglans	ǰȧγaγ	ǰȧγaγ	d͡ʒʲ ɐ ɣ a ɣ	
563	H	oath	es	es	ɛ ʃ	
564	OH	oath	ešü	ešü	ɛ ʃ y	
565	LAH	oath	ečü	ečü	ɛ t͡ʃ y	
566	EAH	oath	ičü	ičü	i t͡ʃ y	
567	WOT	oath	ičü	ičü	i t͡ʃ y	
568	H	oath	eskü	eskü	ɛ ʃ k y	
569	OH	oath	iškü	iškü	i ʃ k y	
570	EAH	oath	ičkü	ičkü	i t͡ʃ k y	
571	WOT	oath	ičkü	ičkü	i t͡ʃ k y	
1725	H	one-year-old female sheep	üvecs	üvecs	y v ɛ t͡ʃ	
1726	EAH	one-year-old female sheep	öveč	öveč	ø v ɛ t͡ʃ	
1727	WOT	one-year-old female sheep	öväč	öväč	ø v ɛ t͡ʃ	
1587	H	one-year-old lamb	toklyó	toklyó	t o k j oː	
1588	OH	one-year-old lamb	toklʹu	toklʹu	t o k j u	
1589	EAH	one-year-old lamb	toklu	toklu	t o k l u	
1590	WOT	one-year-old lamb	toklu	toklu	t o k l u	
360	H	only, just	csak	csak	t͡ʃ ɒ k	
361	EAH	only, just	čak	čak	t͡ʃ a k	
362	WOT	only, just	čak	čak	t͡ʃ a k	
1680	H	owl, Strix	ug	ug	u ɡ	
1681	EAH	owl, Strix	ugu	ugu	u ɡ u	
1682	WOT	owl, Strix	uγu	uγu	u ɣ u	
1168	H	ox	ökör	ökör	ø k ø r	
1169	OH	ox	ökür	ökür	ø k y r	
1170	EAH	ox	ükür	ükür	y k y r	
1171	WOT	ox	ökür	ökür	ø k y r	
304	H	ox; also ox, goat, ram without or with small or unusual horns;stupid	buga	buga	b u ɡ ɒ	
305	EAH	ox; also ox, goat, ram without or with small or unusual horns;stupid	buga	buga	b u ɡ a	
85	H	pagan idol, stone or wooden pillar, vertical beam of different wooden instruments, strong, corpulent person	bálvány	bálvány	b aː l v aː ɲ	
86	EAH	pagan idol, stone or wooden pillar, vertical beam of different wooden instruments, strong, corpulent person	balvan	balvan	b a l v a n	
87	WOT	pagan idol, stone or wooden pillar, vertical beam of different wooden instruments, strong, corpulent person	balvan	balvan	b a l v a n	
960	H	pain	kín	kín	k iː n	
961	EAH	pain	kīn	kīn	k iː n	
962	WOT	pain	kīn	kīn	k iː n	
1415	H	part of a village, street, group of people; row, line, order	szer	szer	s ɛ r	
1416	EAH	part of a village, street, group of people; row, line, order	śer	śer	s ɛ r	
1417	WOT	part of a village, street, group of people; row, line, order	čer	čer	t͡ʃ ɛ r	
225	H	pea, Pisum sativum; bean	borsó	borsó	b o r ʃ oː	
226	OH	pea, Pisum sativum; bean	buršau̯	buršau̯	b u r ʃ a w	
227	EAH	pea, Pisum sativum; bean	burčaγ	burčaγ	b u r t͡ʃ a ɣ	
228	WOT	pea, Pisum sativum; bean	burčaγ	burčaγ	b u r t͡ʃ a ɣ	
1074	H	pear, Pyrus communis	körtvély	körtvély	k ø r t v eː j	
1075	OH	pear, Pyrus communis	kërtveli	kërtveli	k e r t v ɛ l i	
1076	EAH	pear, Pyrus communis	kertβeli	kertβeli	k ɛ r t β ɛ l i	
1077	WOT	pear, Pyrus communis	kertweliγ	kertweliγ	k ɛ r t v ɛ l i ɣ	
1078	H	pear, Pyrus communis	körtvély	körtvély	k ø r t v eː j	
1079	OH	pear, Pyrus communis	kertmeli	kertmeli	k ɛ r t m ɛ l i	
1080	EAH	pear, Pyrus communis	kertmeliγ	kertmeliγ	k ɛ r t m ɛ l i ɣ	
1081	WOT	pear, Pyrus communis	kertmeliγ	kertmeliγ	k ɛ r t m ɛ l i ɣ	
700	H	pearl	gyöngy	gyöngy	ɟ ø n ɟ	
701	OH	pearl	ǰünǰ	ǰünǰ	d͡ʒʲ y n d͡ʒʲ	
702	LAH	pearl	ǰünǰü	ǰünǰü	d͡ʒʲ y n d͡ʒʲ y	
703	EAH	pearl	ǰinǰü	ǰinǰü	d͡ʒʲ i n d͡ʒʲ y	
704	WOT	pearl	ǰinǰü	ǰinǰü	d͡ʒʲ i n d͡ʒʲ y	
1646	H	peat, turf, dried dung	tőzeg	tőzeg	t øː z ɛ ɡ	
1647	EAH	peat, turf, dried dung	tözek	tözek	t ø z ɛ k	
1648	WOT	peat, turf, dried dung	tezäk	tezäk	t ɛ z ɛ k	
585	H	pelican, Pelicanus	gödény	gödény	ɡ ø d eː ɲ	
586	OH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
587	EAH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
588	WOT	pelican, Pelicanus	güdän	güdän	ɡ y d ɛ n	
589	H	pelican, Pelicanus	gödény	gödény	ɡ ø d eː ɲ	
590	OH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
591	EAH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
592	WOT	pelican, Pelicanus	kütän	kütän	k y t ɛ n	
222	H	pepper	bors	bors	b o r ʃ	
223	EAH	pepper	burč	burč	b u r t͡ʃ	
224	WOT	pepper	burč	burč	b u r t͡ʃ	
1615	H	perfect	tökéletes	tökéletes	t ø k eː l ɛ t ɛ ʃ	
1616	OH	perfect	tökēl	tökēl	t ø k eː l	
1617	LAH	perfect	tökē	tökē	t ø k eː	
1618	EAH	perfect	tüke	tüke	t y k ɛ	
1619	WOT	perfect	tükä	tükä	t y k ɛ	
1159	H	physician	orvos	orvos	o r v o ʃ	
1160	OH	physician	urvoš	urvoš	u r v o ʃ	
1161	EAH	physician	urvoči	urvoči	u r v o t͡ʃ i	
1162	WOT	physician	orwučï	orwučï	o r v u t͡ʃ ɯ	
363	H	pick-axe; mace; a small axe; war hammer	csákány	csákány	t͡ʃ aː k aː ɲ	
364	EAH	pick-axe; mace; a small axe; war hammer	čakan	čakan	t͡ʃ a k a n	
365	WOT	pick-axe; mace; a small axe; war hammer	čakkan	čakkan	t͡ʃ a kː a n	
910	H	picture, shape, form	kép	kép	k eː p	
911	WOT	picture, shape, form	kǟp	kǟp	k ɛː p	
17	H	pied (of an animals coat)	alacs	alacs	ɒ l ɒ t͡ʃ	
18	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
19	WOT	pied (of an animals coat)	alačï	alačï	a l a t͡ʃ ɯ	
20	H	pied (of an animals coat)	alacs	alacs	ɒ l ɒ t͡ʃ	
21	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
22	WOT	pied (of an animals coat)	alaču	alaču	a l a t͡ʃ u	
23	H	pied (of an animals coat)	alacs	alacs	ɒ l ɒ t͡ʃ	
24	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
25	WOT	pied (of an animals coat)	alačo	alačo	a l a t͡ʃ o	
26	H	pied (of an animals coat)	alacs	alacs	ɒ l ɒ t͡ʃ	
27	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
28	WOT	pied (of an animals coat)	ålåč	ålåč	ɒ l ɒ t͡ʃ	
509	H	pig, Sus domestica	disznó	disznó	d i s n oː	
510	EAH	pig, Sus domestica	ǰisnaγ	ǰisnaγ	d͡ʒʲ i s n a ɣ	
511	WOT	pig, Sus domestica	ǰȧsnaγ	ǰȧsnaγ	d͡ʒʲ ɐ s n a ɣ	
1338	H	pike perch, zander, Stizostedion lucioperca	süllő	süllő	ʃ y lː øː	
1339	OH	pike perch, zander, Stizostedion lucioperca	šilleü	šilleü	ʃ i lː ɛ y	
1340	EAH	pike perch, zander, Stizostedion lucioperca	šilleγ	šilleγ	ʃ i lː ɛ ɣ	
1341	WOT	pike perch, zander, Stizostedion lucioperca	šilliγ	šilliγ	ʃ i lː i ɣ	
869	H	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karambél	karambél	k ɒ r ɒ m b eː l	on p. 501 the headword is 'KARAMBÉL [kåråmbēl]' but the etymology reads 'kårånbēl < *karampil ← Cum *karampil, karamfil'. I assumed the form with 'n' is a typo, since typically an /n/ would assimilate to /m/ before /b/ and the donor word itself contains an /m/ as well.
870	EAH	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karampil	karampil	k a r a m p i l	on p. 501 the headword is 'KARAMBÉL [kåråmbēl]' but the etymology reads 'kårånbēl < *karampil ← Cum *karampil, karamfil'. I assumed the form with 'n' is a typo, since typically an /n/ would assimilate to /m/ before /b/ and the donor word itself contains an /m/ as well.
871	WOT	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karampil	karampil	k a r a m p i l	on p. 501 the headword is 'KARAMBÉL [kåråmbēl]' but the etymology reads 'kårånbēl < *karampil ← Cum *karampil, karamfil'. I assumed the form with 'n' is a typo, since typically an /n/ would assimilate to /m/ before /b/ and the donor word itself contains an /m/ as well.
872	H	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karambél	karambél	k ɒ r ɒ m b eː l	on p. 501 the headword is 'KARAMBÉL [kåråmbēl]' but the etymology reads 'kårånbēl < *karampil ← Cum *karampil, karamfil'. I assumed the form with 'n' is a typo, since typically an /n/ would assimilate to /m/ before /b/ and the donor word itself contains an /m/ as well.
873	EAH	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karampil	karampil	k a r a m p i l	on p. 501 the headword is 'KARAMBÉL [kåråmbēl]' but the etymology reads 'kårånbēl < *karampil ← Cum *karampil, karamfil'. I assumed the form with 'n' is a typo, since typically an /n/ would assimilate to /m/ before /b/ and the donor word itself contains an /m/ as well.
874	WOT	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karamfil	karamfil	k a r a m f i l	on p. 501 the headword is 'KARAMBÉL [kåråmbēl]' but the etymology reads 'kårånbēl < *karampil ← Cum *karampil, karamfil'. I assumed the form with 'n' is a typo, since typically an /n/ would assimilate to /m/ before /b/ and the donor word itself contains an /m/ as well.
534	H	plough	eke	eke	ɛ k ɛ	
535	EAH	plough	ekeγ	ekeγ	ɛ k ɛ ɣ	
536	WOT	plough	äkäγ	äkäγ	ɛ k ɛ ɣ	
1510	H	plough field, arable field, stubble field	tarló	tarló	t ɒ r l oː	
1511	EAH	plough field, arable field, stubble field	tarlaγ	tarlaγ	t a r l a ɣ	
1512	WOT	plough field, arable field, stubble field	tarïlaγ	tarïlaγ	t a r ɯ l a ɣ	
149	H	pocket knife	bicsak	bicsak	b i t͡ʃ ɒ k	
150	EAH	pocket knife	bičak	bičak	b i t͡ʃ a k	
151	WOT	pocket knife	bïčak	bïčak	b ɯ t͡ʃ a k	
152	H	pocket knife	bicsak	bicsak	b i t͡ʃ ɒ k	
153	EAH	pocket knife	bičak	bičak	b i t͡ʃ a k	
154	WOT	pocket knife	bïčkï	bïčkï	b ɯ t͡ʃ k ɯ	
155	H	pocket knife	bicsak	bicsak	b i t͡ʃ ɒ k	
156	EAH	pocket knife	bičak	bičak	b i t͡ʃ a k	
157	WOT	pocket knife	bičkä	bičkä	b i t͡ʃ k ɛ	
593	H	polecat, Putorius foetidus	görény	görény	ɡ ø r eː ɲ	
594	EAH	polecat, Putorius foetidus	güren	güren	ɡ y r ɛ n	
595	WOT	polecat, Putorius foetidus	gürän	gürän	ɡ y r ɛ n	
596	H	polecat, Putorius foetidus	görény	görény	ɡ ø r eː ɲ	
597	EAH	polecat, Putorius foetidus	güren	güren	ɡ y r ɛ n	
598	WOT	polecat, Putorius foetidus	kürän	kürän	k y r ɛ n	
636	H	poor, frail, feeble	gyarló	gyarló	ɟ ɒ r l oː	
637	OH	poor, frail, feeble	ǰarlou̯	ǰarlou̯	d͡ʒʲ a r l o w	
638	EAH	poor, frail, feeble	ǰarlïγ	ǰarlïγ	d͡ʒʲ a r l ɯ ɣ	
639	WOT	poor, frail, feeble	ǰarlïγ	ǰarlïγ	d͡ʒʲ a r l ɯ ɣ	
1032	H	pounder, beater, small mortar	kölyű	kölyű	k ø j yː	
